review,review_number,weekday,month,day,year
#3700,3700,Thursday,December,31,2020
#3699,3699,Thursday,December,31,2020
#3698,3698,Wednesday,December,30,2020
#3697,3697,Tuesday,December,29,2020
#3696,3696,Monday,December,28,2020
#3695,3695,Saturday,December,26,2020
#3694,3694,Thursday,December,24,2020
#3693,3693,Wednesday,December,23,2020
#3692,3692,Wednesday,December,23,2020
#3691,3691,Wednesday,December,23,2020
#3690,3690,Wednesday,December,23,2020
#3689,3689,Tuesday,December,22,2020
#3688,3688,Monday,December,21,2020
#3687,3687,Sunday,December,20,2020
#3686,3686,Saturday,December,19,2020
#3685,3685,Friday,December,18,2020
#3684,3684,Friday,December,18,2020
#3683,3683,Wednesday,December,16,2020
#3682,3682,Tuesday,December,15,2020
#3681,3681,Monday,December,14,2020
#3680,3680,Friday,December,11,2020
#3679,3679,Friday,December,11,2020
#3678,3678,Thursday,December,10,2020
#3677,3677,Wednesday,December,9,2020
#3676,3676,Tuesday,December,8,2020
#3671,3671,Friday,December,4,2020
#3667,3667,Thursday,November,26,2020
#3666,3666,Wednesday,November,25,2020
#3665,3665,Tuesday,November,24,2020
#3664,3664,Monday,November,23,2020
#3663,3663,Saturday,November,21,2020
#3662,3662,Friday,November,20,2020
#3661,3661,Thursday,November,19,2020
#3660,3660,Wednesday,November,18,2020
#3659,3659,Tuesday,November,17,2020
#3658,3658,Friday,November,13,2020
#3657,3657,Thursday,November,12,2020
#3652,3652,Wednesday,November,11,2020
#3651,3651,Tuesday,November,10,2020
#3650,3650,Monday,November,9,2020
#3649,3649,Sunday,November,8,2020
#3648,3648,Friday,November,6,2020
#3647,3647,Thursday,November,5,2020
#3646,3646,Tuesday,November,3,2020
#3645,3645,Sunday,November,1,2020
#3644,3644,Thursday,October,29,2020
#3643,3643,Wednesday,October,28,2020
#3642,3642,Tuesday,October,27,2020
#3641,3641,Monday,October,26,2020
#3640,3640,Saturday,October,24,2020
#3639,3639,Friday,October,23,2020
#3638,3638,Thursday,October,22,2020
#3637,3637,Wednesday,October,21,2020
#3636,3636,Tuesday,October,20,2020
#3635,3635,Saturday,October,17,2020
#3634,3634,Friday,October,16,2020
#3653,3653,Monday,October,12,2020
#3633,3633,Friday,October,9,2020
#3632,3632,Friday,October,9,2020
#3631,3631,Friday,October,9,2020
#3630,3630,Thursday,October,8,2020
#3629,3629,Wednesday,October,7,2020
#3628,3628,Tuesday,October,6,2020
#3627,3627,Monday,October,5,2020
#3626,3626,Sunday,October,4,2020
#3625,3625,Saturday,October,3,2020
#3624,3624,Friday,October,2,2020
#3623,3623,Thursday,October,1,2020
#3622,3622,Wednesday,September,30,2020
#3621,3621,Tuesday,September,29,2020
#3620,3620,Monday,September,28,2020
#3619,3619,Sunday,September,27,2020
#3618,3618,Friday,September,25,2020
#3617,3617,Thursday,September,24,2020
#3616,3616,Wednesday,September,23,2020
#3615,3615,Tuesday,September,22,2020
#3614,3614,Monday,September,21,2020
#3613,3613,Friday,September,18,2020
#3612,3612,Thursday,September,17,2020
#3611,3611,Wednesday,September,16,2020
#3600,3600,Thursday,September,3,2020
#3599,3599,Wednesday,September,2,2020
#3598,3598,Tuesday,September,1,2020
#3597,3597,Monday,August,31,2020
#3596,3596,Sunday,August,30,2020
#3595,3595,Friday,August,28,2020
#3594,3594,Thursday,August,27,2020
#3593,3593,Wednesday,August,26,2020
#3592,3592,Tuesday,August,25,2020
#3591,3591,Monday,August,24,2020
#3590,3590,Sunday,August,23,2020
#3589,3589,Saturday,August,22,2020
#3703,3703,Friday,August,21,2020
#3588,3588,Thursday,August,20,2020
#3587,3587,Wednesday,August,19,2020
#3586,3586,Tuesday,August,18,2020
#3585,3585,Saturday,August,15,2020
#3584,3584,Friday,August,14,2020
#3583,3583,Thursday,August,13,2020
#3567,3567,Tuesday,July,28,2020
#3566,3566,Sunday,July,26,2020
#3565,3565,Friday,July,24,2020
#3564,3564,Thursday,July,23,2020
#3563,3563,Wednesday,July,22,2020
#3562,3562,Tuesday,July,21,2020
#3561,3561,Sunday,July,19,2020
#3560,3560,Friday,July,17,2020
#3559,3559,Thursday,July,16,2020
#3558,3558,Wednesday,July,15,2020
#3557,3557,Tuesday,July,14,2020
#3556,3556,Monday,July,13,2020
#3555,3555,Sunday,July,12,2020
#3554,3554,Saturday,July,11,2020
#3553,3553,Friday,July,10,2020
#3552,3552,Thursday,July,9,2020
#3551,3551,Tuesday,July,7,2020
#3550,3550,Monday,July,6,2020
#3549,3549,Sunday,July,5,2020
#3548,3548,Saturday,July,4,2020
#3547,3547,Friday,July,3,2020
#3546,3546,Thursday,July,2,2020
#3545,3545,Wednesday,July,1,2020
#3544,3544,Saturday,June,27,2020
#3543,3543,Friday,June,26,2020
#3542,3542,Wednesday,June,24,2020
#3541,3541,Tuesday,June,23,2020
#3540,3540,Monday,June,22,2020
#3539,3539,Sunday,June,21,2020
#3538,3538,Sunday,June,21,2020
#3537,3537,Friday,June,19,2020
#3536,3536,Thursday,June,18,2020
#3535,3535,Wednesday,June,17,2020
#3534,3534,Tuesday,June,16,2020
#3533,3533,Monday,June,15,2020
#3532,3532,Saturday,June,13,2020
#3531,3531,Friday,June,12,2020
#3530,3530,Wednesday,June,10,2020
#3529,3529,Tuesday,June,9,2020
#3528,3528,Monday,June,8,2020
#3527,3527,Friday,June,5,2020
#3526,3526,Thursday,June,4,2020
#3525,3525,Wednesday,June,3,2020
#3524,3524,Tuesday,June,2,2020
#3523,3523,Monday,June,1,2020
#3522,3522,Sunday,May,31,2020
#3521,3521,Friday,May,29,2020
#3520,3520,Thursday,May,28,2020
#3519,3519,Wednesday,May,27,2020
#3518,3518,Tuesday,May,26,2020
#3517,3517,Sunday,May,24,2020
#3516,3516,Friday,May,22,2020
#3515,3515,Thursday,May,21,2020
#3514,3514,Wednesday,May,20,2020
#3513,3513,Tuesday,May,19,2020
#3512,3512,Monday,May,18,2020
#3511,3511,Sunday,May,17,2020
#3510,3510,Friday,May,15,2020
#3509,3509,Thursday,May,14,2020
#3507,3507,Tuesday,May,12,2020
#3506,3506,Monday,May,11,2020
#3505,3505,Saturday,May,9,2020
#3504,3504,Friday,May,8,2020
#3503,3503,Thursday,May,7,2020
#3502,3502,Wednesday,May,6,2020
#3501,3501,Wednesday,May,6,2020
#3500,3500,Tuesday,May,5,2020
#3499,3499,Tuesday,May,5,2020
#3498,3498,Monday,May,4,2020
#3497,3497,Saturday,May,2,2020
#3496,3496,Friday,May,1,2020
#3495,3495,Wednesday,April,29,2020
#3494,3494,Tuesday,April,28,2020
#3493,3493,Monday,April,27,2020
#3492,3492,Sunday,April,26,2020
#3491,3491,Friday,April,24,2020
#3490,3490,Thursday,April,23,2020
#3489,3489,Wednesday,April,22,2020
#3488,3488,Tuesday,April,21,2020
#3487,3487,Saturday,April,18,2020
#3486,3486,Friday,April,17,2020
#3485,3485,Thursday,April,16,2020
#3484,3484,Wednesday,April,15,2020
#3483,3483,Tuesday,April,14,2020
#3482,3482,Monday,April,13,2020
#3481,3481,Saturday,April,11,2020
#3480,3480,Friday,April,10,2020
#3479,3479,Thursday,April,9,2020
#3478,3478,Wednesday,April,8,2020
#3477,3477,Wednesday,April,8,2020
#3476,3476,Wednesday,April,8,2020
#3475,3475,Tuesday,April,7,2020
#3474,3474,Monday,April,6,2020
#3473,3473,Sunday,April,5,2020
#3472,3472,Sunday,April,5,2020
#3471,3471,Sunday,April,5,2020
#3470,3470,Saturday,April,4,2020
#3469,3469,Friday,April,3,2020
#3468,3468,Thursday,April,2,2020
#3467,3467,Wednesday,April,1,2020
#3466,3466,Tuesday,March,31,2020
#3465,3465,Monday,March,30,2020
#3464,3464,Sunday,March,29,2020
#3463,3463,Saturday,March,28,2020
#3462,3462,Friday,March,27,2020
#3461,3461,Thursday,March,26,2020
#3460,3460,Wednesday,March,25,2020
#3459,3459,Tuesday,March,24,2020
#3458,3458,Monday,March,23,2020
#3457,3457,Saturday,March,21,2020
#3456,3456,Saturday,March,21,2020
#3455,3455,Friday,March,20,2020
#3454,3454,Thursday,March,19,2020
#3453,3453,Thursday,March,19,2020
#3452,3452,Wednesday,March,18,2020
#3451,3451,Tuesday,March,17,2020
#3450,3450,Monday,March,16,2020
#3449,3449,Friday,March,13,2020
#3448,3448,Thursday,March,12,2020
#3447,3447,Wednesday,March,11,2020
#3446,3446,Tuesday,March,10,2020
#3445,3445,Tuesday,March,10,2020
#3444,3444,Monday,March,9,2020
#3443,3443,Sunday,March,8,2020
#3442,3442,Sunday,March,8,2020
#3441,3441,Saturday,March,7,2020
#3440,3440,Friday,March,6,2020
#3439,3439,Thursday,March,5,2020
#3438,3438,Wednesday,March,4,2020
#3437,3437,Tuesday,March,3,2020
#3436,3436,Sunday,March,1,2020
#3435,3435,Saturday,February,29,2020
#3434,3434,Saturday,February,29,2020
#3433,3433,Saturday,February,29,2020
#3432,3432,Thursday,February,27,2020
#3431,3431,Tuesday,February,25,2020
#3430,3430,Monday,February,24,2020
#3429,3429,Sunday,February,23,2020
#3428,3428,Saturday,February,22,2020
#3427,3427,Thursday,February,20,2020
#3426,3426,Thursday,February,20,2020
#3425,3425,Tuesday,February,18,2020
#3424,3424,Saturday,February,15,2020
#3423,3423,Friday,February,14,2020
#3422,3422,Thursday,February,13,2020
#3421,3421,Wednesday,February,12,2020
#3420,3420,Tuesday,February,11,2020
#3419,3419,Monday,February,10,2020
#3418,3418,Sunday,February,9,2020
#3417,3417,Saturday,February,8,2020
#3416,3416,Friday,February,7,2020
#3415,3415,Thursday,February,6,2020
#3414,3414,Wednesday,February,5,2020
#3413,3413,Monday,February,3,2020
#3412,3412,Sunday,February,2,2020
#3411,3411,Saturday,February,1,2020
#3410,3410,Friday,January,31,2020
#3409,3409,Friday,January,31,2020
#3408,3408,Friday,January,31,2020
#3407,3407,Friday,January,31,2020
#3406,3406,Friday,January,31,2020
#3405,3405,Thursday,January,30,2020
#3404,3404,Wednesday,January,29,2020
#3403,3403,Tuesday,January,28,2020
#3402,3402,Monday,January,27,2020
#3401,3401,Sunday,January,26,2020
#3400,3400,Saturday,January,25,2020
#3399,3399,Saturday,January,25,2020
#3398,3398,Saturday,January,25,2020
#33977,33977,Friday,January,24,2020
#3396,3396,Thursday,January,23,2020
#3395,3395,Wednesday,January,22,2020
#3394,3394,Tuesday,January,21,2020
#3393,3393,Monday,January,20,2020
#3392,3392,Sunday,January,19,2020
#3391,3391,Friday,January,17,2020
#3390,3390,Thursday,January,16,2020
#3389,3389,Wednesday,January,15,2020
#3388,3388,Tuesday,January,14,2020
#3386,3386,Sunday,January,12,2020
#3385,3385,Saturday,January,11,2020
#3384,3384,Friday,January,10,2020
#3383,3383,Thursday,January,9,2020
#3382,3382,Wednesday,January,8,2020
#3381,3381,Tuesday,January,7,2020
#3380,3380,Monday,January,6,2020
#3379,3379,Sunday,January,5,2020
#3378,3378,Saturday,January,4,2020
#3377,3377,Friday,January,3,2020
#3376,3376,Thursday,January,2,2020
#3375,3375,Wednesday,January,1,2020
#3374,3374,Tuesday,December,31,2019
#3373,3373,Monday,December,30,2019
#3372,3372,Saturday,December,28,2019
#3371,3371,Friday,December,27,2019
#3370,3370,Thursday,December,26,2019
#3369,3369,Tuesday,December,24,2019
#3368,3368,Monday,December,23,2019
#3367,3367,Sunday,December,22,2019
#3366,3366,Friday,December,20,2019
#3365,3365,Thursday,December,19,2019
#3364,3364,Wednesday,December,18,2019
#3363,3363,Tuesday,December,17,2019
#3362,3362,Monday,December,16,2019
#3361,3361,Sunday,December,15,2019
#3360,3360,Saturday,December,14,2019
#3359,3359,Friday,December,13,2019
#3358,3358,Thursday,December,12,2019
#3357,3357,Wednesday,December,11,2019
#3356,3356,Tuesday,December,10,2019
#3355,3355,Monday,December,9,2019
#3354,3354,Sunday,December,8,2019
#3353,3353,Sunday,December,8,2019
#3352,3352,Friday,December,6,2019
#3351,3351,Tuesday,December,3,2019
#3350,3350,Monday,December,2,2019
#3349,3349,Saturday,November,30,2019
#3348,3348,Friday,November,29,2019
#3347,3347,Wednesday,November,27,2019
#3346,3346,Tuesday,November,26,2019
#3345,3345,Monday,November,25,2019
#3344,3344,Sunday,November,24,2019
#3343,3343,Friday,November,22,2019
#3342,3342,Thursday,November,21,2019
#3341,3341,Wednesday,November,20,2019
#3340,3340,Tuesday,November,19,2019
#3339,3339,Monday,November,18,2019
#3338,3338,Saturday,November,16,2019
#3337,3337,Friday,November,15,2019
#3336,3336,Thursday,November,14,2019
#3335,3335,Wednesday,November,13,2019
#3334,3334,Tuesday,November,12,2019
#3333,3333,Monday,November,11,2019
#3332,3332,Sunday,November,10,2019
#3331,3331,Friday,November,8,2019
#3330,3330,Thursday,November,7,2019
#3329,3329,Wednesday,November,6,2019
#3328,3328,Tuesday,November,5,2019
#3327,3327,Sunday,November,3,2019
#3326,3326,Saturday,November,2,2019
#3325,3325,Friday,November,1,2019
#3324,3324,Thursday,October,31,2019
#3323,3323,Wednesday,October,30,2019
#3322,3322,Tuesday,October,29,2019
#3321,3321,Monday,October,28,2019
#3320,3320,Saturday,October,26,2019
#3319,3319,Friday,October,25,2019
#3318,3318,Thursday,October,24,2019
#3317,3317,Wednesday,October,23,2019
#3316,3316,Tuesday,October,22,2019
#3315,3315,Friday,October,18,2019
#3314,3314,Thursday,October,17,2019
#3313,3313,Wednesday,October,16,2019
#3312,3312,Tuesday,October,15,2019
#3311,3311,Sunday,October,13,2019
#3310,3310,Sunday,October,13,2019
#3309,3309,Saturday,October,12,2019
#3308,3308,Friday,October,11,2019
#3307,3307,Thursday,October,10,2019
#3306,3306,Wednesday,October,9,2019
#3505,3505,Monday,October,7,2019
#3304,3304,Sunday,October,6,2019
#3303,3303,Saturday,October,5,2019
#3302,3302,Friday,October,4,2019
#3301,3301,Thursday,October,3,2019
#3300,3300,Wednesday,October,2,2019
#3299,3299,Tuesday,October,1,2019
#3298,3298,Monday,September,30,2019
#3297,3297,Sunday,September,29,2019
#3296,3296,Saturday,September,28,2019
#3295,3295,Friday,September,27,2019
#3294,3294,Thursday,September,26,2019
#3293,3293,Wednesday,September,25,2019
#3292,3292,Tuesday,September,24,2019
#3291,3291,Sunday,September,22,2019
#3290,3290,Saturday,September,21,2019
#3289,3289,Friday,September,20,2019
#3288,3288,Thursday,September,19,2019
#3287,3287,Wednesday,September,18,2019
#3286,3286,Tuesday,September,17,2019
#3285,3285,Monday,September,16,2019
#3284,3284,Sunday,September,15,2019
#3283,3283,Saturday,September,14,2019
#3282,3282,Friday,September,13,2019
#3280,3280,Thursday,September,12,2019
#3280,3280,Wednesday,September,11,2019
#3279,3279,Tuesday,September,10,2019
#3278,3278,Monday,September,9,2019
#3277,3277,Sunday,September,8,2019
#3276,3276,Saturday,September,7,2019
#3275,3275,Friday,September,6,2019
#3274,3274,Thursday,September,5,2019
#3273,3273,Wednesday,September,4,2019
#3272,3272,Tuesday,September,3,2019
#3271,3271,Monday,September,2,2019
#3270,3270,Sunday,September,1,2019
#3269,3269,Saturday,August,31,2019
#3268,3268,Friday,August,30,2019
#3267,3267,Thursday,August,29,2019
#3266,3266,Wednesday,August,28,2019
#3265,3265,Tuesday,August,27,2019
#3264,3264,Monday,August,26,2019
#3263,3263,Saturday,August,24,2019
#3262,3262,Friday,August,23,2019
#3261,3261,Thursday,August,22,2019
#3260,3260,Wednesday,August,21,2019
#3259,3259,Tuesday,August,20,2019
#3258,3258,Monday,August,19,2019
#3257,3257,Sunday,August,18,2019
#3256,3256,Friday,August,16,2019
#3255,3255,Thursday,August,15,2019
#3254,3254,Wednesday,August,14,2019
#3253,3253,Monday,August,12,2019
#3252,3252,Sunday,August,11,2019
#3251,3251,Saturday,August,10,2019
#3250,3250,Friday,August,9,2019
#3249,3249,Thursday,August,8,2019
#3248,3248,Wednesday,August,7,2019
#3247,3247,Tuesday,August,6,2019
#3246,3246,Sunday,August,4,2019
#3245,3245,Saturday,August,3,2019
#3244,3244,Friday,August,2,2019
#3243,3243,Thursday,August,1,2019
#3242,3242,Wednesday,July,31,2019
#3241,3241,Tuesday,July,30,2019
#3240,3240,Monday,July,29,2019
#3239,3239,Sunday,July,28,2019
#3238,3238,Saturday,July,27,2019
#3237,3237,Friday,July,26,2019
#3236,3236,Thursday,July,25,2019
#3235,3235,Wednesday,July,24,2019
#3234,3234,Tuesday,July,23,2019
#3233,3233,Monday,July,22,2019
#3232,3232,Sunday,July,21,2019
#3231,3231,Saturday,July,20,2019
#3230,3230,Friday,July,19,2019
#3229,3229,Thursday,July,18,2019
#3228,3228,Wednesday,July,17,2019
#3227,3227,Tuesday,July,16,2019
#3226,3226,Monday,July,15,2019
#3225,3225,Sunday,July,14,2019
#3224,3224,Saturday,July,13,2019
#3223,3223,Friday,July,12,2019
#3222,3222,Thursday,July,11,2019
#3221,3221,Wednesday,July,10,2019
#3220,3220,Tuesday,July,9,2019
#3219,3219,Tuesday,July,9,2019
#3218,3218,Monday,July,8,2019
#3217,3217,Sunday,July,7,2019
#3216,3216,Sunday,July,7,2019
#3215,3215,Saturday,July,6,2019
#3214,3214,Thursday,July,4,2019
#3213,3213,Tuesday,July,2,2019
#3212,3212,Monday,July,1,2019
#3211,3211,Sunday,June,30,2019
#3210,3210,Saturday,June,29,2019
#3209,3209,Friday,June,28,2019
#3208,3208,Thursday,June,27,2019
#3207,3207,Wednesday,June,26,2019
#3206,3206,Tuesday,June,25,2019
#3205,3205,Sunday,June,23,2019
#3204,3204,Friday,June,21,2019
#3203,3203,Thursday,June,20,2019
#3202,3202,Wednesday,June,19,2019
#3201,3201,Tuesday,June,18,2019
#3200,3200,Monday,June,17,2019
#3199,3199,Saturday,June,15,2019
#3198,3198,Friday,June,14,2019
#3197,3197,Thursday,June,13,2019
#3196,3196,Wednesday,June,12,2019
#3195,3195,Tuesday,June,11,2019
#3194,3194,Monday,June,10,2019
#3193,3193,Sunday,June,9,2019
#3192,3192,Friday,June,7,2019
#3191,3191,Thursday,June,6,2019
#3190,3190,Wednesday,June,5,2019
#3096,3096,Tuesday,June,4,2019
#3188,3188,Sunday,June,2,2019
#3187,3187,Friday,May,31,2019
#3187,3187,Thursday,May,30,2019
#3185,3185,Wednesday,May,29,2019
#3184,3184,Monday,May,27,2019
#3183,3183,Sunday,May,26,2019
#3182,3182,Saturday,May,25,2019
#3181,3181,Friday,May,24,2019
#3180,3180,Thursday,May,23,2019
#3179,3179,Thursday,May,23,2019
#3178,3178,Wednesday,May,22,2019
#3177,3177,Tuesday,May,21,2019
#3176,3176,Monday,May,20,2019
#3175,3175,Sunday,May,19,2019
#3174,3174,Saturday,May,18,2019
#3173,3173,Friday,May,17,2019
#3172,3172,Thursday,May,16,2019
#3171,3171,Wednesday,May,15,2019
#3170,3170,Tuesday,May,14,2019
#3169,3169,Monday,May,13,2019
#3168,3168,Saturday,May,11,2019
#3167,3167,Friday,May,10,2019
#3166,3166,Thursday,May,9,2019
#3165,3165,Wednesday,May,8,2019
#3164,3164,Tuesday,May,7,2019
#3163,3163,Monday,May,6,2019
#3162,3162,Sunday,May,5,2019
#3161,3161,Saturday,May,4,2019
#3160,3160,Friday,May,3,2019
#3159,3159,Thursday,May,2,2019
#3158,3158,Tuesday,April,30,2019
#3157,3157,Monday,April,29,2019
#3156,3156,Sunday,April,28,2019
#3155,3155,Saturday,April,27,2019
#3154,3154,Friday,April,26,2019
#3153,3153,Thursday,April,25,2019
#3152,3152,Wednesday,April,24,2019
#3151,3151,Friday,April,19,2019
#3150,3150,Thursday,April,18,2019
#3149,3149,Tuesday,April,16,2019
#3148,3148,Monday,April,15,2019
#3147,3147,Saturday,April,13,2019
#3146,3146,Friday,April,12,2019
#3145,3145,Thursday,April,11,2019
#12000,12000,Thursday,April,11,2019
#3144,3144,Wednesday,April,10,2019
#3143,3143,Tuesday,April,9,2019
#3142,3142,Monday,April,8,2019
#3141,3141,Saturday,April,6,2019
#3140,3140,Wednesday,April,3,2019
#3139,3139,Tuesday,April,2,2019
#3138,3138,Sunday,March,31,2019
#3137,3137,Saturday,March,30,2019
#3136,3136,Friday,March,29,2019
#3135,3135,Thursday,March,28,2019
#3134,3134,Wednesday,March,27,2019
#3133,3133,Tuesday,March,26,2019
#3132,3132,Monday,March,25,2019
#3131,3131,Sunday,March,24,2019
#3130,3130,Saturday,March,23,2019
#3129,3129,Friday,March,22,2019
#3128,3128,Thursday,March,21,2019
#3127,3127,Wednesday,March,20,2019
#3126,3126,Tuesday,March,19,2019
#3125,3125,Monday,March,18,2019
#3124,3124,Sunday,March,17,2019
#3123,3123,Saturday,March,16,2019
#3122,3122,Friday,March,15,2019
#3121,3121,Thursday,March,14,2019
#3120,3120,Wednesday,March,13,2019
#3119,3119,Tuesday,March,12,2019
#3118,3118,Monday,March,11,2019
#3117,3117,Sunday,March,10,2019
#3116,3116,Saturday,March,9,2019
#3115,3115,Friday,March,8,2019
#3114,3114,Thursday,March,7,2019
#3113,3113,Wednesday,March,6,2019
#3112,3112,Monday,March,4,2019
#3111,3111,Sunday,March,3,2019
#3110,3110,Saturday,March,2,2019
#3109,3109,Friday,March,1,2019
#3108,3108,Thursday,February,28,2019
#3107,3107,Wednesday,February,27,2019
#3106,3106,Tuesday,February,26,2019
#3105,3105,Monday,February,25,2019
#3104,3104,Sunday,February,24,2019
#3102,3102,Thursday,February,21,2019
#3101,3101,Wednesday,February,20,2019
#3100,3100,Tuesday,February,19,2019
#3099,3099,Monday,February,18,2019
#3098,3098,Sunday,February,17,2019
#3097,3097,Saturday,February,16,2019
#3096,3096,Friday,February,15,2019
#3095,3095,Wednesday,February,13,2019
#3094,3094,Tuesday,February,12,2019
#3093,3093,Monday,February,11,2019
#3092,3092,Sunday,February,10,2019
#3091,3091,Saturday,February,9,2019
#3090,3090,Friday,February,8,2019
#3089,3089,Thursday,February,7,2019
#3088,3088,Wednesday,February,6,2019
#3007,3007,Tuesday,February,5,2019
#3086,3086,Monday,February,4,2019
#3085,3085,Sunday,February,3,2019
#3084,3084,Saturday,February,2,2019
#3083,3083,Friday,February,1,2019
#3082,3082,Thursday,January,31,2019
#3081,3081,Wednesday,January,30,2019
#3080,3080,Tuesday,January,29,2019
#3079,3079,Monday,January,28,2019
#3078,3078,Sunday,January,27,2019
#3077,3077,Friday,January,25,2019
#3076,3076,Thursday,January,24,2019
#3075,3075,Wednesday,January,23,2019
#3074,3074,Monday,January,21,2019
#3073,3073,Saturday,January,19,2019
#3072,3072,Friday,January,18,2019
#3071,3071,Thursday,January,17,2019
#3060,3060,Wednesday,January,16,2019
#3069,3069,Tuesday,January,15,2019
#3068,3068,Monday,January,14,2019
#3067,3067,Saturday,January,12,2019
#3066,3066,Friday,January,11,2019
#3065,3065,Thursday,January,10,2019
#3064,3064,Wednesday,January,9,2019
#3063,3063,Tuesday,January,8,2019
#3062,3062,Sunday,January,6,2019
#3061,3061,Saturday,January,5,2019
#3060,3060,Friday,January,4,2019
#3059,3059,Thursday,January,3,2019
#3058,3058,Wednesday,January,2,2019
#3057,3057,Tuesday,January,1,2019
#3056,3056,Monday,December,31,2018
#3055,3055,Sunday,December,30,2018
#3054,3054,Saturday,December,29,2018
#3053,3053,Saturday,December,29,2018
#3052,3052,Thursday,December,27,2018
#3051,3051,Tuesday,December,25,2018
#3050,3050,Monday,December,24,2018
#3049,3049,Sunday,December,23,2018
#3048,3048,Saturday,December,22,2018
#3047,3047,Friday,December,21,2018
#3046,3046,Wednesday,December,19,2018
#3045,3045,Tuesday,December,18,2018
#3044,3044,Sunday,December,16,2018
#3043,3043,Saturday,December,15,2018
#3042,3042,Friday,December,14,2018
#3041,3041,Thursday,December,13,2018
#3040,3040,Wednesday,December,12,2018
#3039,3039,Tuesday,December,11,2018
#3038,3038,Monday,December,10,2018
#3037,3037,Saturday,December,8,2018
#3031,3031,Friday,December,7,2018
#3030,3030,Thursday,December,6,2018
#3029,3029,Wednesday,December,5,2018
#3036,3036,Tuesday,December,4,2018
#3035,3035,Sunday,December,2,2018
#3034,3034,Friday,November,30,2018
#3033,3033,Wednesday,November,28,2018
#3032,3032,Monday,November,26,2018
#3028,3028,Sunday,November,25,2018
#3027,3027,Saturday,November,24,2018
#3026,3026,Friday,November,23,2018
#3025,3025,Tuesday,November,20,2018
#3024,3024,Monday,November,19,2018
#3023,3023,Sunday,November,18,2018
#3022,3022,Friday,November,16,2018
#3021,3021,Thursday,November,15,2018
#3020,3020,Wednesday,November,14,2018
#3019,3019,Tuesday,November,13,2018
#3018,3018,Monday,November,12,2018
#3017,3017,Sunday,November,11,2018
#3016,3016,Saturday,November,10,2018
#3015,3015,Friday,November,9,2018
#3014,3014,Thursday,November,8,2018
#3013,3013,Wednesday,November,7,2018
#3012,3012,Tuesday,November,6,2018
#3011,3011,Monday,November,5,2018
#3010,3010,Sunday,November,4,2018
#3009,3009,Saturday,November,3,2018
#3008,3008,Friday,November,2,2018
#3007,3007,Thursday,November,1,2018
#3006,3006,Wednesday,October,31,2018
#3005,3005,Tuesday,October,30,2018
#3004,3004,Monday,October,29,2018
#3003,3003,Sunday,October,28,2018
#3002,3002,Saturday,October,27,2018
#3001,3001,Friday,October,26,2018
#3000,3000,Wednesday,October,24,2018
#2925,2925,Tuesday,October,23,2018
#2998,2998,Monday,October,22,2018
#2997,2997,Sunday,October,21,2018
